City,Density,Population,Latitude,Longitude
Chauk,807102674.127958,90870,20.908500,94.823000
Ahmedabad,807081973.238127,5375000,23.030100,72.580000
Hangu,807045979.172133,332793,39.232000,117.777000
Burylbaytal,807022807.785691,100,44.938700,74.030300
Ushtobe,806640987.923349,20492,45.265300,77.970000
Phongsali,806598261.515670,6000,21.683300,102.100000
Bhubaneshwar,806514309.335182,844000,20.270400,85.827400
Nanning,806462133.768723,2167000,22.820000,108.320000
Neyshabur,806193806.332843,221700,36.220000,58.820000
Sarqan,806186473.256843,76919,45.420300,79.914900
Quchan,806123742.150341,145531,37.111800,58.501500
Ashgabat,806060557.379829,727700,37.950000,58.383300
Amravati,805994773.598174,734451,20.950000,77.770000
Luan Chau,805985637.520509,7335,21.740000,103.343000
Bắc Kạn,805901705.445824,29227,22.133300,105.833300
Urgentch,805892424.563432,150110,41.560000,60.640000
Khiwa,805840885.328187,149751,41.391100,60.355700
Buzmeyin,805833132.898440,40813,38.051700,58.210000
Hechi,805795782.989882,3830000,23.096500,109.609100
Shieli,805770730.301189,29832,44.167000,66.750000
Burhanpur,805705994.146563,197233,21.300400,76.130000
Ganzhou,805593179.501280,1500000,25.920000,114.950000
Karamay,805260056.943980,108769,45.589900,84.859900
Vadodara,805178580.057089,1756000,22.310000,73.180000
Hyderabad,805102041.396636,1459000,25.380000,68.375000
Taizhou,804982927.793947,612356,32.490400,119.900000
Shaoguan,804955832.214989,720266,24.800000,113.580000
Taunggyi,804951119.360097,160115,20.782000,97.038000
Daşoguz,804834620.731881,201424,41.840000,59.965000
Kashmar,804763069.679672,157135,35.181400,58.451500
Tuyên Quang,804749132.182187,36430,21.818000,105.211000
Bojnurd,804656802.460298,208582,37.470000,57.320000
Yancheng,804633020.585247,839000,33.385600,120.125300
Yaynangyoung,804518674.767433,110553,20.461500,94.881000
Pingxiang,804507748.749552,31109,22.097400,106.756700
Sabzewar,804482935.431116,226183,36.220000,57.630000
Zaranj,804457615.539251,49851,31.112000,61.887000
Yên Bái,804423847.311034,96540,21.705000,104.875000
Pingdu,804225193.659252,91077,36.790400,119.940000
Wuzhou,804192279.008489,442315,23.480000,111.320000
Tangshan,804032132.563423,1879000,39.624300,118.194400
Sittwe,803828005.102414,179032,20.140000,92.880000
Bhusawal,803749398.095897,183001,21.020000,75.830000
Akola,803738469.117120,503502,20.710000,77.010000
Puri,803717709.622714,201026,19.820400,85.900000
Nukus,803557597.779548,230006,42.470000,59.615000
Khujayli,803512120.665379,60401,42.404700,59.451700
Shangrao,803484561.847350,1144577,28.470400,117.970000
Changzhou,803474755.554338,1327000,31.780000,119.970000
Gyzlarbat,803398137.813089,48458,38.975500,56.277800
Koneurgench,803386543.571146,31400,42.316700,59.166700
Zabol,803368664.563710,233968,31.021500,61.481500
Qingdao,803219278.427776,2866000,36.090000,120.330000
Qyzylorda,803189235.513012,300000,44.800000,65.465000
Sơn La,803086546.367235,19054,21.328000,103.910000
Lạng Sơn,802995098.962945,148000,21.846000,106.757000
Chimboy,802928867.383749,36917,42.931100,59.770800
Louang Namtha,802885568.950426,3225,20.950000,101.416700
Saryshaghan,802768452.780818,4365,46.119500,73.619100
Thái Nguyên,802758751.481381,500000,21.600000,105.830000
Birjand,802688526.014569,324703,32.880000,59.219900
Magway,802633437.699749,125973,20.144500,94.919600
Qunghirot,801949160.915293,57758,43.070400,58.900000
Gonbad-e Kavus,801940508.605480,159982,37.251800,55.171500
Chandrapur,801913931.887625,595118,19.970000,79.300000
Yulin,801814889.620034,1127000,22.630000,110.150000
Việt Trì,801590738.280593,350000,21.330400,105.430000
Dhule,801312493.596743,479073,20.900000,74.770000
Balkanabat,801227855.101343,110827,39.512400,54.364900
Wuxi,801225934.261061,1749000,31.580000,120.300000
Shahrud,801150013.763267,131889,36.422900,54.962900
Gorgan,800885214.133548,281023,36.830300,54.480000
Tacheng,800830765.151372,49796,46.750000,82.950000
Qingyuan,800819648.167243,706717,23.700400,113.030100
Quzhou,800818951.425698,370000,28.970400,118.870000
Muynoq,800801902.711582,13000,43.768300,59.021400
Shaowu,800786747.159205,112585,27.300400,117.500000
Huzhou,800603682.076206,1231000,30.870400,120.100000
Qinzhou,800591827.486284,245376,21.950400,108.620000
Zhosaly,800429273.425473,20065,45.487700,64.078000
Balqash,800339850.034185,81364,46.853200,74.950200
Brahmapur,800335605.583986,324726,19.320000,84.800000
Sơn Tây,800316603.291401,189547,21.138200,105.505000
Bắc Giang,800227065.093609,53728,21.267000,106.200000
Bhuj,800148016.459127,289429,23.250400,69.810000
Laiyang,800113764.336397,250000,36.968400,120.708400
Celeken,799991028.924794,1206,39.436200,53.122600
Bhavnagar,799824116.439451,554978,21.778400,72.130000
Türkmenbaşy,799676576.854882,68292,40.023000,52.969700
Ban Houayxay,799658590.113489,6347,20.277500,100.412800
Naypyidaw,799632217.806379,930000,19.766600,96.118600
Urzhar,799543766.440841,14826,47.100200,81.604800
Changting,799486716.103413,87458,25.867000,116.316700
Baykonur,799364098.673248,36175,45.691400,63.241300
Hanoi,799248105.237986,4378000,21.033300,105.850000
Karachi,799157181.143875,12130000,24.870000,66.990000
Chengde,799120600.775806,449325,40.960400,117.930000
Sari,799083223.008346,271467,36.550400,53.100000
Kyaukphyu,799033879.736150,4261,19.429000,93.549400
Malegaon,798994403.228549,690844,20.560400,74.525000
Nantong,798990452.865429,947000,32.030400,120.825000
Fuyang,798878949.118943,771000,30.053300,119.951900
Surat,798757323.841143,3842000,21.200000,72.840000
Suzhou,798741582.792491,1650000,31.300500,120.620000
Zhaoqing,798647309.514202,480000,23.050400,112.450000
Erenhot,798645291.047618,22287,43.661600,111.965500
Rajkot,798608687.338774,1260000,22.310000,70.800000
Qazaly,798482068.448119,6582,45.762800,62.107500
Hoa Binh,798447498.885282,105260,20.813700,105.338300
Semnan,798312857.202694,124826,35.554800,53.374300
Hangzhou,798307398.162927,3007000,30.250000,120.170000
Loikaw,798284183.102452,17293,19.665000,97.206000
Koktokay,798278001.555665,80000,47.000400,89.466600
Amol,798182053.055731,221650,36.471300,52.363300
Hai Duong,797965654.521091,58030,20.942000,106.331000
Zahedan,797962049.796066,598887,29.500000,60.830000
Chiang Rai,797894686.771599,117127,19.911900,99.826500
Allanmyo,797778514.571718,57897,19.378300,95.227900
Zaysan,797473173.860511,17600,47.475200,84.859800
Xam Nua,797332485.008955,38992,20.416700,104.033300
Qinhuangdao,797184183.712021,1003000,39.930400,119.620000
Jinhua,797121976.269761,1092852,29.120000,119.650000
Navsari,797061330.158989,163000,20.850400,72.920000
Cẩm Phả,796997935.259229,135477,21.040400,107.320000
Hong Gai,796850389.680528,172915,20.960400,107.100000
Zhangaozen,796712246.829267,8895,43.300400,52.800000
Haiphong,796696861.532094,1969000,20.830000,106.680100
Guangzhou,796661197.686724,8829000,23.145000,113.325000
Baku,796602820.881878,2122300,40.395300,49.862200
Beihai,796575983.898793,728978,21.480400,109.100000
Foshan,796573608.771909,943000,23.030100,113.120000
Aurangabad,796570380.752067,1113000,19.895700,75.320300
Jiaxing,796516014.535531,988000,30.770400,120.750000
Sumqayt,796308303.464156,279159,40.580000,49.630000
Tehran,796249284.523014,7873000,35.671900,51.424300
Ayakoz,796075831.478448,45861,47.964700,80.429700
Ulaan-Uul,796022169.998444,3726,44.333700,111.233300
Bayankhongor,796016232.484551,26252,46.300000,100.983300
Varamin,795944218.453110,179603,35.316600,51.646600
Louangphrabang,795799944.591998,107142,19.884500,102.141600
Karaj,795796174.076594,1423000,35.800400,50.970000
Ali Bayramli,795700926.954273,70684,39.932300,48.920300
Yantai,795624795.195967,2116000,37.530400,121.400000
Rasht,795568917.738732,594590,37.300000,49.630000
Mae Hong Son,795504781.506135,9109,19.301000,97.969000
Maoming,795487388.999430,1217715,21.920400,110.870000
Lankaran,795457191.129998,60180,38.754000,48.851100
Aral,795432811.263002,33017,46.800000,61.666600
Beyneu,795294797.674139,32452,45.183400,55.100000
Sanming,795257363.354205,209444,26.230000,117.580000
Qarazhal,795105259.880845,22170,48.025300,70.799900
Aqtau,795089289.668289,4479,43.623200,51.236500
Zhezqazghan,795087623.517379,104357,47.780000,67.770000
Shaoxing,795051026.962555,777000,30.000400,120.570000
Qazvin,795038994.471291,464551,36.270000,50.000000
Nanded,794997184.552844,623708,19.170000,77.300000
Arvayheer,794970253.165994,28053,46.250000,102.766600
Mangyshlak,794928217.224781,147443,43.690500,51.141700
Parbhani,794913033.968801,378326,19.270400,76.760000
Altay,794862610.690514,142000,47.866600,88.116600
Heyuan,794852502.340093,330961,23.730400,114.680000
Thái Bình,794698751.199592,210000,20.450300,106.333000
Nam Định,794697634.463689,243186,20.420000,106.200000
Buyant-Uhaa,794626755.454898,8776,44.866600,110.150000
Ardabil,794589595.186616,414603,38.250000,48.300000
Aqadyr,794573728.790431,9710,48.274900,72.859900
Dongguan,794563837.349338,4528000,23.048900,113.744700
Mandalgovi,794476161.976699,2984,45.750000,106.266000
Daman,794470862.715335,39737,20.417000,72.850000
Qabala,794370455.154775,11867,40.981400,47.845800
Goycay,794355779.924543,35348,40.653400,47.740600
Taungoo,794344097.435277,106945,18.948300,96.417900
Nasik,794321356.382903,1473000,20.000400,73.780000
Derbent,794219931.050585,105965,42.057800,48.277400
Pyay,794217497.893428,135308,18.816500,95.211400
Nanping,794201637.184611,213054,26.630400,118.170000
Silvassa,794052665.197173,27359,20.266600,73.016600
Oğuz,793946734.512579,6876,41.070800,47.458300
Ninh Bình,793907585.296818,130517,20.254300,105.975000
Qom,793806426.687454,973000,34.650000,50.950000
Yevlax,793743232.764842,53716,40.617200,47.150000
Jiangmen,793726914.777210,532419,22.580400,113.080000
Saveh,793634611.389365,175533,35.021800,50.331400
Saki,793611379.062047,64968,41.192300,47.170500
Shanghai,793569920.414280,14987000,31.216500,121.436500
Zanjan,793483060.427785,357471,36.670000,48.500000
Goranboy,793360263.314312,7333,40.610300,46.789700
Stepanakert,793322582.773780,57473,39.815600,46.752000
Kashan,793265183.139296,250000,33.980400,51.580000
Ahar,793228859.222235,103639,38.482900,47.062900
Phayao,793207843.900239,21058,19.170700,99.908300
Fort Shevchenko,793106271.695856,5213,44.517100,50.266600
Kaspiysk,792976607.906500,81752,42.874700,47.624400
Lishui,792899755.198840,172777,28.450400,119.900000
Ganca,792876945.035270,303268,40.685000,46.350000
Dund-Us,792788585.858851,30500,48.016600,91.633300
Kapan,792780258.362383,42288,39.201500,46.415000
Makhachkala,792771118.617555,554981,42.980000,47.500000
Atasu,792766258.178980,19616,48.690300,71.649900
Nizamabad,792761301.365981,388505,18.670400,78.100000
Buynaksk,792551883.930769,75800,42.833500,47.113000
Lingyuan,792480789.312804,806000,41.240000,119.401100
Longyan,792463985.940359,367896,25.180400,117.030000
Kerman,792448280.115384,577514,30.300000,57.080000
Karimnagar,792371443.096115,288251,18.460400,79.110000
Yazd,792304058.891775,477905,31.920100,54.370000
Gadabay,792298367.656118,8657,40.565600,45.816100
Vizianagaram,792122997.197952,179358,18.120400,83.500000
Xaignabouri,792102321.519722,16200,19.250500,101.750100
Huizhou,792091636.890421,289201,23.080000,114.400000
Tovuz,792040265.417265,12626,40.992200,45.628900
Tabriz,792018876.097077,1413000,38.086300,46.301200
Yangjiang,792005096.532138,872363,21.850400,111.970000
Agdam,791974865.013490,0,40.905300,45.556400
Weihai,791946969.203361,560255,37.500000,122.100000
Meizhou,791786066.361072,414930,24.300500,116.120000
Zhanjiang,791744503.447705,1590000,21.200000,110.380000
Porbandar,791737771.170630,234684,21.670000,69.670000
Yeghegnadzor,791657012.597156,8200,39.761100,45.333300
Turbat,791609447.713600,147791,25.991800,63.071800
Chiang Mai,791576754.561571,397211,18.800000,98.980000
Naxcivan,791561761.431043,94788,39.209200,45.412200
Ijevan,791523507.867888,14737,40.875600,45.149200
Gavarr,791510351.779902,21680,40.358900,45.126700
Shalqar,791497985.050189,27256,47.836300,59.614100
Uliastay,791371916.056415,8056,47.750000,96.816700
Dalian,791318587.792081,3167000,38.922800,121.629800
Pyu,791294103.131757,40386,18.477900,96.437900
Maragheh,791284998.368198,151385,37.420400,46.220000
Bam,791277873.325269,99268,29.107700,58.362000
Rustavi,791264195.894482,157063,41.570400,45.050000
Thanh Hóa,791187463.471727,197551,19.820000,105.800000
Bijar,791131364.458810,53871,35.874100,47.593700
Xiangkhoang,790985653.526001,5189,19.333700,103.366600
Tbilisi,790930761.065041,1100000,41.725000,44.790800
Qulsary,790823552.011683,37103,46.983300,54.016500
Groznyy,790813546.475406,226100,43.318700,45.698700
Arak,790790543.382562,503647,34.080400,49.700000
Vanadzor,790765123.240350,101098,40.812800,44.488300
Yerevan,790762955.505428,1102000,40.181200,44.513600
Artashat,790755703.423587,20562,39.953900,44.550600
Ahmednagar,790742184.591124,391760,19.110400,74.750000
Diu,790669438.748399,23779,20.719700,70.990400
Khvoy,790604806.740092,202728,38.530400,44.970000
Ashtarak,790589190.803959,18779,40.301700,44.359200
Hamadan,790553407.318375,528256,34.796000,48.515000
Isfahan,790356530.874682,1628000,32.700000,51.700000
Qarqaraly,790155026.111703,8195,49.424900,75.464900
Malayer,790054996.657513,176573,34.320000,48.850000
Vladikavkaz,790040239.248208,364630,43.050400,44.670000
Khomeini Shahr,790010726.363352,437138,32.700400,51.470000
Nazran,790006675.969283,93357,43.233000,44.783000
Gyumri,789992646.177008,148381,40.789400,43.847500
Zhuhai,789984118.036139,1023000,22.276900,113.567800
Nan,789983571.022941,82483,18.786800,100.771500
Shenzhen,789861423.478156,7581000,22.552400,114.122100
Mahabad,789810780.952377,162434,36.770400,45.720000
Tskhinvali,789804878.173543,38502,42.232500,43.975000
Warangal,789755903.844031,1203853,18.010000,79.580000
Urmia,789744036.671882,577307,37.530000,45.000000
Lamphun,789567694.123101,14030,18.503000,99.074000
Tsetserleg,789552697.906508,19812,47.476900,101.450200
Macau,789532367.886059,568700,22.203000,113.545000
Balyqshy,789425056.338819,31624,47.066600,51.866600
Mozdok,789408886.765940,45702,43.754300,44.654400
Vishakhapatnam,789395637.322357,1529000,17.730000,83.305000
Atyrau,789353845.405682,182753,47.112700,51.920000
Sanandaj,789316620.818646,349176,35.300000,47.020000
Olgiy,789195315.677302,34934,48.933700,89.950000
Borujerd,789068341.437786,251958,33.920000,48.800000
Kars,789038255.822742,77486,40.608500,43.097500
Latur,789032127.141086,374394,18.400400,76.570000
Chifeng,789002754.927590,1277000,42.270000,118.950000
Bhiwandi,788999212.167137,795000,19.350000,73.130000
Shar,788933286.777150,9087,49.600300,81.054900
Maqat,788881429.383366,14082,47.648200,53.326500
Jinxi,788816384.732249,2426000,40.750300,120.830000
Ağrı,788731884.543052,87854,39.719800,43.051300
Qomsheh,788669531.349997,118301,32.011500,51.859700
Naltchik,788604825.274716,307866,43.498100,43.617900
Astrakhan,788500627.760375,502533,46.348700,48.055000
Kalyan,788460977.438481,1576614,19.250200,73.160200
Van,788437370.103336,371713,38.495400,43.400000
Xilinhot,788378007.579194,120965,43.944300,116.044300
Kutaisi,788366090.927611,183945,42.250000,42.730000
Ningbo,788352090.046827,1923000,29.880000,121.550000
Fuan,788228305.509546,92470,27.070400,119.620000
Qaraghandy,788172461.344544,451800,49.885000,73.115000
Shar e Kord,788010074.328173,129153,32.321000,50.854000
Hakkâri,788001787.323817,77699,37.574400,43.740800
Zelenokumsk,787984518.885360,41306,44.409100,43.878700
Embi,787983670.457712,18760,48.826800,58.144200
Serebryansk,787959172.925940,701,49.699900,83.424900
Makhambet,787888169.974684,8905,47.671400,51.579800
Hong Kong,787867737.577143,7206000,22.305000,114.185000
Georgievsk,787849040.513118,72649,44.159900,43.469900
Lampang,787839263.810418,204081,18.291600,99.481300
Pyatigorsk,787543676.029005,142865,44.080000,43.090000
Zyryanovsk,787515981.604004,49658,49.745300,84.254800
Kermanshah,787484522.491252,828313,34.380000,47.060000
As Sulaymaniyah,787448606.282962,723170,35.561300,45.430900
Artvin,787425282.980297,32272,41.183000,41.818000
Temirtau,787417226.232156,170600,50.065000,72.965000
Wafangdian,787416179.306120,355844,39.625900,121.996000
Bayghanin,787400015.992132,7657,48.691700,55.874000
Kislovodsk,787312491.192409,132771,43.910000,42.720000
Turgay,787303691.436847,5277,49.626000,63.499000
Khorramabad,787292791.764506,375198,33.480400,48.350000
Sirjan,787221502.162345,175000,29.470000,55.730000
Batumi,787164715.133204,155542,41.600000,41.630000
Bidar,787118558.121167,300136,17.922900,77.517500
Poti,787109633.368035,47149,42.155700,41.671600
Letpadan,787070103.498176,176571,17.781900,95.741500
Linhai,787033361.748674,251759,28.850000,121.120000
Chaoyang,787006167.901115,470296,41.550400,120.420000
Oskemen,786844597.421764,319067,49.990000,82.614900
Ninde,786844480.354714,314077,26.680400,119.530100
Tatvan,786840950.950088,73222,38.506600,42.281600
Blagodarnyy,786740515.780980,35995,45.104700,43.434400
Bitlis,786501916.034315,62811,38.394000,42.123000
Wenzhou,786409441.446918,2350000,28.020000,120.650100
Irbil,786401226.479026,926000,36.179000,44.008600
Erzurum,786399695.732024,420691,39.920400,41.290000
Phrae,786323344.000296,38538,18.153300,100.162900
Hinthada,786300775.849414,180728,17.648300,95.467900
Mumbai,786279857.896604,18978000,19.017000,72.857000
Cherkessk,786265922.626443,116224,44.290400,42.060000
Jinzhou,786077534.612807,956000,41.120400,121.100000
